"gene_id"	"cons100way"	"rank"	"Gene"	"BF_hct116"	"BF_hela"	"BF_gbm"	"BF_rpe1"	"BF_dld1"	"BF_a375_GeCKo"	"BF_hct116_shRNA"	"numTKOHits"	"gene_type"
"4312"	0.0743614824475601	3622	"MMP1"	-124.547	-82.176	-29.798	-57.012	-24.568	-11.864	-33.64	0	"nonfitness"
"256006"	0.0743548760582631	3621	"ANKRD31"	-140.282	-62.963	-20.371	-32.284	-17.862	NA	NA	0	"nonfitness"
"5754"	0.0743352996494828	3620	"PTK7"	-132.097	-30.461	-24.48	-34.854	-11.115	-10.431	2.778	0	"nonfitness"
"145407"	0.0742924403533831	3619	"C14orf37"	-80.103	-45.566	-33.654	-54.611	-20.732	-10.823	-26.776	0	"nonfitness"
"163479"	0.0742885241871043	3618	"FNDC7"	-108.314	-40.956	-27.13	-58.658	-15.292	-4.579	0.536	0	"nonfitness"
"4603"	0.0742743962824712	3617	"MYBL1"	-57.511	-30.125	-8.144	-48.627	-13.678	2.694	-40.115	0	"nonfitness"
"2769"	0.0742710851941402	3616	"GNA15"	-30.429	-38.189	-16.963	-40.208	-20.152	-4.148	-29.057	0	"nonfitness"
"90050"	0.0742710418661328	3615	"FAM181A"	-82.906	-29.783	-4.059	-42.157	-12.032	-11.397	-4.569	0	"nonfitness"
"1473"	0.0742354375364393	3614	"CST5"	-33.359	-53.674	-12.52	-39.938	-2.688	-7.609	-1.995	0	"nonfitness"
"23369"	0.0742260273972603	3613	"PUM2"	-73.633	-39.613	-30.566	-19.155	-11.271	-9.622	-9.19	0	"nonfitness"
"55132"	0.0742194213692352	3612	"LARP1B"	-32.305	-12.281	-5.455	-9.08	-3.912	-10.289	-5.714	0	"nonfitness"
"2182"	0.0742086144265698	3611	"ACSL4"	-133.68	-70.481	-20.183	13.45	-20.871	-14.293	-33.039	1	"fitness"
"1365"	0.074200192666947	3610	"CLDN3"	-35.7	-8.218	15.004	4.279	-10.506	NA	-19.859	1	"fitness"
"6334"	0.0741833410888786	3609	"SCN8A"	-78.73	-31.824	-25.139	-42.669	-16.569	-12.69	-26.671	0	"nonfitness"
"10333"	0.0741576565250189	3608	"TLR6"	-28.276	-11.485	-11.449	-23.813	-0.753	-6.641	-25.395	0	"nonfitness"
"146198"	0.0741547518923465	3607	"ZFP90"	-66.533	-68.631	-27.059	-41.854	-20.053	-5.482	NA	0	"nonfitness"
"51399"	0.074148792560372	3606	"TRAPPC4"	39.463	49.673	2.475	21.359	16.11	31.175	-9.365	4	"core"
"56159"	0.0741332116788321	3605	"TEX11"	-79.708	-49.485	-32.897	-50.897	-21.63	-8.301	17.991	0	"nonfitness"
"7555"	0.0741331451423195	3604	"CNBP"	-99.517	30.315	14.722	23.233	-3.491	6.238	-8.018	3	"core"
"132989"	0.074119812943453	3603	"C4orf36"	-6.694	-17.336	1.369	5.985	-5.194	-4.937	5.856	0	"nonfitness"
"6392"	0.0741007424988373	3602	"SDHD"	38.747	-0.572	-11.583	-8.903	6.724	6.127	-22.27	2	"fitness"
"22887"	0.0740934100287608	3601	"FOXJ3"	-61.315	-60.191	-29.491	-21.125	-12.977	-12.654	-17.654	0	"nonfitness"
"116519"	0.0740932222054783	3600	"APOA5"	-147.315	-58.395	-24.714	-46.258	-11.982	-12.202	-32.347	0	"nonfitness"
"1019"	0.0740922708208508	3599	"CDK4"	-23.911	-49.337	47.404	86.545	-9.501	-12.828	-48.901	2	"fitness"
"8793"	0.0740873368742339	3598	"TNFRSF10D"	-86.023	-32.16	-21.875	-15.948	-10.419	-5.287	-16.26	0	"nonfitness"
"64816"	0.0740806017202646	3597	"CYP3A43"	-3.026	-12.605	7.496	-12.205	-0.518	-7.009	-30.162	1	"fitness"
"245927"	0.0740541401273885	3596	"DEFB113"	-36.274	-12.5	-19.341	-29.338	-12.351	-14.277	NA	0	"nonfitness"
"21"	0.0740482531724894	3595	"ABCA3"	-99.637	-49.419	-22.713	-19.595	-11.454	-14.148	-7.186	0	"nonfitness"
"5819"	0.0740384615384615	3594	"PVRL2"	-33.527	-51.775	-29.453	-26.83	-16.903	-13.723	-21.464	0	"nonfitness"
"1159"	0.0740305635148042	3593	"CKMT1B"	-3.959	-6.171	NA	NA	NA	NA	-8.846	0	"nonfitness"
"84913"	0.0740230752413662	3592	"ATOH8"	-73.857	-48.223	-18.283	-40.086	-9.051	-8.939	19.937	0	"nonfitness"
"7627"	0.074021822225311	3591	"ZNF75A"	1.079	-6.532	-6.263	-8.384	-2.999	-9.454	-31.675	0	"nonfitness"
"340348"	0.0740123106474004	3590	"TSPAN33"	-57.701	-25.73	-1.504	-24.872	-8.691	-8.135	-17.59	0	"nonfitness"
"23236"	0.0739978331527627	3589	"PLCB1"	-122.357	-80.799	-29.944	-31.67	-22.579	-5.935	-32.142	0	"nonfitness"
"140686"	0.0739634288376427	3588	"WFDC3"	-98.684	32.785	-0.531	-1.09	-5.79	-9.912	-8.899	1	"fitness"
"51506"	0.0739625856505819	3587	"UFC1"	-34.476	3.878	16.279	-41.748	-21.09	-2.525	-28.833	1	"fitness"
"49856"	0.0739597267766032	3586	"WRAP73"	-106.99	-74.513	-15.347	-35.935	-15.692	-18.89	-29.375	0	"nonfitness"
"6582"	0.0739579174319253	3585	"SLC22A2"	-112.913	-39.908	-29.316	-35.844	-15.284	-5.603	-22.773	0	"nonfitness"
"7014"	0.0739514534012586	3584	"TERF2"	181.226	130.337	67.868	70.736	36.595	29.991	-18.283	5	"core"
"22982"	0.0739415889609117	3583	"DIP2C"	-107.426	-13.524	-24.19	-39.259	-9.148	-9.024	-23.91	0	"nonfitness"
"83860"	0.0739217252396166	3582	"TAF3"	6.49	-33.417	-28.413	-38.414	-13.05	28.953	0.145	1	"fitness"
"9498"	0.0739208331000504	3581	"SLC4A8"	-107.736	-49.551	-25.77	-40.158	-4.548	0.828	3.971	0	"nonfitness"
"57185"	0.0739162316462105	3580	"NIPAL3"	-97.081	-75.77	-35.434	-49.172	-18.767	-12.865	-23.723	0	"nonfitness"
"84752"	0.0739075326290364	3579	"B3GNT9"	-136.152	-71.792	-26.509	-34.953	-12.418	-6.637	NA	0	"nonfitness"
"144699"	0.0739018883415435	3578	"FBXL14"	-87.913	-41.601	-6.358	-44.824	-6.414	-7.216	NA	0	"nonfitness"
"23189"	0.0738982211556774	3577	"KANK1"	-124.489	-64.407	-19.275	-33.184	-17.137	10.036	-26.716	0	"nonfitness"
"25852"	0.0738837794790115	3576	"ARMC8"	-100.279	-69.888	-24.445	-39.592	-16.466	-10.062	NA	0	"nonfitness"
"64745"	0.0738770013467006	3575	"METTL17"	85.771	20.638	11.521	-49.452	6.499	4.504	NA	4	"core"
"338755"	0.0738767948124131	3574	"OR2AG2"	-46.071	-24.606	-5.05	-18.326	-3.435	-4.731	NA	0	"nonfitness"
"526"	0.0738693467336683	3573	"ATP6V1B2"	98.745	62.964	8.67	-5.984	26.136	7.975	-7.014	4	"core"
"83452"	0.0738674708141023	3572	"RAB33B"	-31.745	-37.305	-5.016	-11.768	-4.495	-12.58	-25.563	0	"nonfitness"
"49860"	0.0738404720342773	3571	"CRNN"	-157.456	-65.511	-32.691	-46.975	-12.719	-8.061	-25.601	0	"nonfitness"
"49860"	0.0738404720342773	3571	"DRC1"	-86.495	-74.455	-24.409	-20.987	-20.516	NA	-22.146	0	"nonfitness"
"7546"	0.073836377409309	3570	"ZIC2"	-80.739	-9.343	-19.516	-41.282	-2.996	-44.15	-39.323	0	"nonfitness"
"2160"	0.0738361057731983	3569	"F11"	-119.316	-34.368	-12.941	-28.735	-20.434	12.386	-10.826	0	"nonfitness"
"344905"	0.0738298758478442	3568	"ATP13A5"	-102.2	-92.875	-22.702	-40.686	-19.77	-24.931	NA	0	"nonfitness"
"23048"	0.0738282076521835	3567	"FNBP1"	-107.982	-24.582	-28.007	-36.26	-23.444	-8.789	-6.151	0	"nonfitness"
"622"	0.0738135414469521	3566	"BDH1"	-85.18	-64.992	-31.544	-54.781	-19.646	-6.947	-38.076	0	"nonfitness"
"5030"	0.0738097518919437	3565	"P2RY4"	-100.033	-47.889	-24.435	-44.934	-14.722	-7.594	-15.611	0	"nonfitness"
"286148"	0.0738095238095238	3564	"DPY19L4"	10.917	7.485	20.087	-24.501	-10.094	-3.869	-3.446	2	"fitness"
"3611"	0.0738015607580825	3563	"ILK"	44.953	18.624	59.787	108.202	20.505	7.375	-23.75	5	"core"
"139135"	0.0737955886620876	3562	"PASD1"	-110.221	-51.408	-16.158	-51.352	-16.082	-3.017	-35.095	0	"nonfitness"
"149840"	0.0737925994818309	3561	"C20orf196"	-64.725	-31.671	-7.19	-3.788	-6.043	-18	-22.722	0	"nonfitness"
"3028"	0.0737859752294396	3560	"HSD17B10"	166.115	16.209	5.509	-15.933	17.11	32.84	1.646	4	"core"
"83872"	0.0737599588794654	3559	"HMCN1"	-68.691	-57.282	-12.722	-26.863	-4.901	-5.041	-24.821	0	"nonfitness"
"80758"	0.0737599060757264	3558	"PRR7"	-31.954	-41.222	-31.451	-40.602	-13.21	-10.646	NA	0	"nonfitness"
"64094"	0.0737564634728109	3557	"SMOC2"	-114.636	-70.011	-17.353	-31.295	-13.039	-13.198	-27.327	0	"nonfitness"
"284346"	0.0737487379200923	3556	"ZNF575"	-12.499	-16.851	-6.881	-28.221	-9.335	-4.039	0.058	0	"nonfitness"
"112817"	0.0737295901366211	3555	"HOGA1"	-118.878	-62.962	-19.115	-17.487	-10.199	-18.714	NA	0	"nonfitness"
"79741"	0.0737134534469738	3554	"C10orf68"	-18.426	-9.048	NA	NA	NA	-10.846	NA	0	"nonfitness"
"79741"	0.0737134534469738	3554	"CCDC7"	-22.238	-12.243	-0.385	-10.163	-2.493	0.647	-11.053	0	"nonfitness"
"128240"	0.0737113629348737	3553	"APOA1BP"	-74.148	-6.789	-23.817	-27.382	-14.803	3.938	-34.828	0	"nonfitness"
"7673"	0.0737029773578178	3552	"ZNF222"	0.477	-9.302	-4.283	-10.704	-0.812	-19.516	-2.837	0	"nonfitness"
"51361"	0.0736865738661877	3551	"HOOK1"	-78.042	-53.546	-30.06	-17.285	-19.728	-0.872	-23.822	0	"nonfitness"
"148109"	0.0736834639526224	3550	"FAM187B"	-109.083	-74.929	-29.566	-45.079	-7.571	-9.495	-16.294	0	"nonfitness"
"332"	0.0736735174606914	3549	"BIRC5"	79.476	68.595	34.609	63.208	16.792	3.718	-10.215	5	"core"
"9967"	0.0736671412751147	3548	"THRAP3"	-25.302	-7.054	-23.888	-42.474	-0.205	-0.418	-12.455	0	"nonfitness"
"79649"	0.0736579403076296	3547	"MAP7D3"	-73.832	-25.821	-31.42	-5.337	-12.361	-6.357	NA	0	"nonfitness"
"27000"	0.0736535244922342	3546	"DNAJC2"	12.332	-25.863	-0.844	58.613	13	6.085	NA	3	"core"
"90417"	0.0736371745930448	3545	"KNSTRN"	-7.681	-21.019	-22.772	-34.976	-9.481	NA	-36.989	0	"nonfitness"
"1656"	0.0736339655822133	3544	"DDX6"	-0.576	98.981	48.439	62.115	32.137	-6.301	-35.762	4	"core"
"2597"	0.0736256492436383	3543	"GAPDH"	11.088	18.167	NA	NA	NA	39.777	-10.69	2	"fitness"
"8170"	0.0736085432820994	3542	"SLC14A2"	-132.385	-70.426	-29.226	-52.343	-20.101	-12.567	-18.491	0	"nonfitness"
"6924"	0.0736072904980713	3541	"TCEB3"	-66.307	-75.925	4.524	-3.573	-18.094	-11.978	-0.609	1	"fitness"
"4117"	0.0736048216321877	3540	"MAK"	-86.735	-51.011	-17.804	-42.666	-16.782	-10.363	-9.008	0	"nonfitness"
"79717"	0.0735903975162167	3539	"PPCS"	-55.027	-46.622	-29.284	-45.257	-1.459	0.301	-27.505	0	"nonfitness"
"9610"	0.0735852597646331	3538	"RIN1"	-19.843	4.236	-6.509	-16.153	-12.377	-5.631	-18.669	0	"nonfitness"
"6472"	0.0735849759937972	3537	"SHMT2"	-44.742	8.635	-18	-27.146	-8.137	-6.689	-8.824	0	"nonfitness"
"10196"	0.0735837145035258	3536	"PRMT3"	-73.093	-40.531	-6.395	7.541	-8.495	-4.815	-10.173	1	"fitness"
"84902"	0.0735804910199374	3535	"CEP89"	-79.471	-71.519	-25.062	-11.475	-1.549	-8.824	-16.483	0	"nonfitness"
"51378"	0.0735801764383598	3534	"ANGPT4"	-119.388	-66.589	-22.014	-57.683	-20.529	-9.102	-29.47	0	"nonfitness"
"4115"	0.0735759673399571	3533	"MAGEB4"	-74.251	-44.261	-13.437	-29.199	-11.634	-1.777	-23.7	0	"nonfitness"
"51087"	0.0735738040419545	3532	"YBX2"	-34.845	-14.816	-5.161	5.245	-3.957	-4.751	-6.015	0	"nonfitness"
"7077"	0.0735514314335425	3531	"TIMP2"	-77.43	-60.193	10.16	11.425	-2.986	-0.085	-9.383	2	"fitness"
"51198"	0.0735468188543648	3530	"C9orf53"	-95.19	-57.172	-21.996	-23.364	-10.073	NA	-3.247	0	"nonfitness"
"27348"	0.0735408103347035	3529	"TOR1B"	-77.104	-35.834	-25.975	-28.615	-15.879	22.803	NA	0	"nonfitness"
"51006"	0.07353770581279	3528	"SLC35C2"	-57.721	0.433	-23.096	-26.443	-11.486	-6.498	-28.444	0	"nonfitness"
"79080"	0.0734997537215412	3527	"CCDC86"	76.727	19.264	2.449	90.261	32.019	18.484	NA	4	"core"
"6683"	0.0734606564948587	3526	"SPAST"	-100.336	-56.56	-20.685	-40.721	-16.243	-9.555	-19.776	0	"nonfitness"
"123722"	0.0734597023701194	3525	"FSD2"	-129.012	-22.85	-22.454	-49.609	-1.351	-2.121	-35.703	0	"nonfitness"
"56993"	0.0734484302423191	3524	"TOMM22"	3.165	-0.34	-0.857	1.085	3.774	11.174	-27.464	2	"fitness"
"143941"	0.0734472088752484	3523	"TTC36"	-40.079	7.52	-13.607	-6.754	-3.998	-3.241	NA	0	"nonfitness"
"23671"	0.0734422262552934	3522	"TMEFF2"	-59.005	-31.968	-6.677	-16.587	-18.129	-13.416	-24.706	0	"nonfitness"
"287"	0.0734388406902469	3521	"ANK2"	-103.215	-72.216	-18.444	-24.473	-19.996	-10.168	-36.983	0	"nonfitness"
"24145"	0.0734327421204572	3520	"PANX1"	-81.735	-49.121	-22.1	-34.19	-14.687	-9.902	-37.908	0	"nonfitness"
"5324"	0.0734322608261397	3519	"PLAG1"	-83.492	-46.846	-0.606	-25.141	-18.256	-16.7	-24.068	0	"nonfitness"
"7275"	0.0734208148513225	3518	"TUB"	-86.553	-41.853	-26.089	-40.571	-11.169	-17.57	-14.932	0	"nonfitness"
"1787"	0.0734126487163431	3517	"TRDMT1"	-147.789	-60.05	-25.946	-53.741	-17.667	7.047	-22.351	0	"nonfitness"
"22803"	0.0734106840705825	3516	"XRN2"	287.762	122.522	114.821	136.968	59.457	-9.42	-21.341	5	"core"
"3029"	0.0733950629216524	3515	"HAGH"	-82.948	-68.262	-16.402	-25.775	-18.274	-5.179	-32.025	0	"nonfitness"
"3036"	0.0733813703655181	3514	"HAS1"	-124.919	-85.433	-29.391	-37.136	-11.609	-16.054	-0.006	0	"nonfitness"
"7517"	0.0733745239420413	3513	"XRCC3"	17.046	11.168	12.503	71.424	16.368	-4.67	-3.336	4	"core"
"2833"	0.0733737217495918	3512	"CXCR3"	-101.28	-55.149	-7.31	-19.519	-9.335	0.337	-16.972	0	"nonfitness"
"401262"	0.0733550754178557	3511	"CRIP3"	-51.349	-0.6	-1.956	-9.619	-8.345	-10.488	NA	0	"nonfitness"
"3275"	0.0733377077136757	3510	"PRMT2"	46.05	-20.369	-17.399	-17.819	-13.81	-7.041	-25.027	1	"fitness"
"7571"	0.073328247218018	3509	"ZNF23"	-70.393	-8.093	-10.132	-2.35	-2.376	-13.617	-28.501	0	"nonfitness"
"5567"	0.073316096971325	3508	"PRKACB"	-39.994	-48.202	-18.761	-42.303	-15.598	-12.147	-6.287	0	"nonfitness"
"2632"	0.0733136448157777	3507	"GBE1"	-107.013	-36.297	-16.793	-34.976	-14.216	-4.872	-8.801	0	"nonfitness"
"6573"	0.0733096852584957	3506	"SLC19A1"	-47.009	-15.08	-32.673	-26.662	-10.907	-12.838	-21.325	0	"nonfitness"
"51602"	0.073291055518811	3505	"NOP58"	131.589	70.865	19.584	21.936	0.857	22.451	NA	4	"core"
"57510"	0.073291028569817	3504	"XPO5"	63.085	36.941	19.479	13.438	5.575	3.794	NA	5	"core"
"51504"	0.0732857142857143	3503	"TRMT112"	132.6	93.735	44.809	72.926	20.587	19.262	NA	5	"core"
"7881"	0.0732774986041318	3502	"KCNAB1"	-137.496	-79.466	-24.353	-27.144	-22.427	-15.762	-21.943	0	"nonfitness"
"9348"	0.0732546374367622	3501	"NDST3"	-122.112	-70.035	-28.972	-53.294	-17.354	-6.144	-34.055	0	"nonfitness"
"57561"	0.0732420724311211	3500	"ARRDC3"	-105.767	-76.61	-35.495	-29.202	-21.212	-5.435	NA	0	"nonfitness"
"390155"	0.0732394366197183	3499	"OR5T1"	NA	4.238	NA	NA	NA	-3.463	-4.463	0	"nonfitness"
"64343"	0.0732213938411669	3498	"AZI2"	-21.952	-27.083	-11.203	-17.619	-6.667	-10.649	1.595	0	"nonfitness"
"8874"	0.0732135909739333	3497	"ARHGEF7"	-91.429	-19.72	-27.705	-13.793	-15.051	-2.456	-27.863	0	"nonfitness"
"6426"	0.0732116073209006	3496	"SRSF1"	227.168	141.276	99.156	114.265	50.408	28.298	13.493	5	"core"
"4062"	0.0731878533765326	3495	"LY6H"	-52.395	-32.96	-11.343	-41.928	-15.431	-0.638	-19.965	0	"nonfitness"
"730249"	0.0731860850358918	3494	"IRG1"	-127.309	-37.422	-25.236	-24.116	-17.589	-6.411	NA	0	"nonfitness"
"57172"	0.0731686628439589	3493	"CAMK1G"	-145.269	-64.121	-36.262	-45.497	-20.316	-11.808	-6.617	0	"nonfitness"
"27158"	0.0731416549789621	3492	"NDOR1"	146.899	98.032	37.585	101.085	29.631	21.695	-35.824	5	"core"
"151887"	0.0731311329566203	3491	"CCDC80"	-101.749	-69.222	-24.34	-48.951	-7.528	-6.335	-24.448	0	"nonfitness"
"140432"	0.0731293963977998	3490	"RNF113B"	-106.316	-57.29	-23.441	-37.738	-16.645	-6.701	-0.41	0	"nonfitness"
"284695"	0.0731121679619534	3489	"ZNF326"	-62.066	-43.283	-24.462	-47.841	-11.188	-5.303	2.275	0	"nonfitness"
"3417"	0.0730985670360272	3488	"IDH1"	-63.334	-52.181	-6.34	-7.518	-4.204	-15.771	-20.743	0	"nonfitness"
"7681"	0.0730879249706917	3487	"MKRN3"	-33.13	-31.664	-27.422	-40.618	-14.414	NA	-17.329	0	"nonfitness"
"64108"	0.0730878186968839	3486	"RTP4"	-97.933	-53.999	-21.268	-42.795	-21.333	-15.696	-26.849	0	"nonfitness"
"200205"	0.0730729180572985	3485	"IBA57"	155.782	39.987	22.496	-18.175	36.187	-15.994	-12.107	4	"core"
"57409"	0.0730549877789054	3484	"MIF4GD"	-30.608	7.978	0.231	-22.39	-11.993	-12.873	-32.855	0	"nonfitness"
"64421"	0.0730299929150594	3483	"DCLRE1C"	-107.713	-49.286	-13.827	-36.618	-10.159	-5.336	1.027	0	"nonfitness"
"79473"	0.0730233402660856	3482	"OR52N1"	-24.399	1.091	NA	NA	NA	-7.106	NA	0	"nonfitness"
"83638"	0.0730058183885008	3481	"C11orf68"	-81.388	-41.53	-18.829	-34.319	-0.799	-6.99	NA	0	"nonfitness"
"7318"	0.073	3480	"UBA7"	-68.67	-35.904	-20.16	-41.625	-19.183	-19.411	-16.831	0	"nonfitness"
"91752"	0.0729852138004529	3479	"ZNF804A"	-130.485	-64.939	-16.072	-32.827	-18.766	-16.907	-23.262	0	"nonfitness"
"6949"	0.0729729353067425	3478	"TCOF1"	-96.557	-50.527	6.63	4.273	-3.076	35.424	12.715	1	"fitness"
"6917"	0.07296180338134	3477	"TCEA1"	-6.618	4.484	-2.334	-9.293	-0.744	-5.61	7.382	0	"nonfitness"
"4318"	0.0729469643217946	3476	"MMP9"	-80.671	-21.448	-18.17	-11.598	-13.229	-13.396	-9.188	0	"nonfitness"
"91942"	0.0729452054794521	3475	"NDUFAF2"	-7.405	-9.623	NA	NA	NA	3.217	-20.783	0	"nonfitness"
"122748"	0.0729412789969335	3474	"OR11H6"	-53.692	-33.196	-5.936	-27.711	-11.33	-1.058	NA	0	"nonfitness"
"5577"	0.0729381712021687	3473	"PRKAR2B"	-37.788	10.318	-9.98	-44.976	-8.181	2.499	-16.848	0	"nonfitness"
"100125288"	0.0729162693114629	3472	"ZGLP1"	-81.966	-58.874	-24.999	-45.92	-18.23	-11.6	NA	0	"nonfitness"
"10396"	0.0729123872465839	3471	"ATP8A1"	-105.948	-42.589	-32.67	-50.025	-18.524	-12.732	-23.663	0	"nonfitness"
"57541"	0.0729057216544083	3470	"ZNF398"	-92.149	-68.248	-34.326	-50.985	-14.236	-2.732	-35.398	0	"nonfitness"
"245711"	0.0728995983935743	3469	"SPDYA"	-20.163	-6.117	-9.737	0.306	-6.492	-7.572	-4.119	0	"nonfitness"
"25847"	0.0728911454817598	3468	"ANAPC13"	-9.894	-6.984	22.198	-4.27	-8.502	10.69	-17.047	1	"fitness"
"345557"	0.0728813045280387	3467	"PLCXD3"	-83.602	-54.823	-33.711	-23.121	-15.514	-12.673	-14.792	0	"nonfitness"
"6836"	0.0728798892350294	3466	"SURF4"	-104.364	-44.326	-29.588	-36.321	-19.227	1.808	-7.288	0	"nonfitness"
"51428"	0.0728736916979982	3465	"DDX41"	265.469	116.497	62.129	56.01	38.31	15.318	-11.307	5	"core"
"79582"	0.0728735632183908	3464	"SPAG16"	-133.071	-66.644	-30.784	-43.719	-21.704	-15.537	-36.717	0	"nonfitness"
"23023"	0.0728714388748648	3463	"TMCC1"	-17.936	-22.624	-29.08	-26.208	-12.545	-10.39	-34.221	0	"nonfitness"
"550631"	0.0728704366499642	3462	"CCDC157"	-62.16	-5.532	-22.537	-12.05	-9.07	-12.407	NA	0	"nonfitness"
"108"	0.0728598909907021	3461	"ADCY2"	-74.267	-45.795	-35.766	-45.916	-15.589	-3.349	-25.077	0	"nonfitness"
"66035"	0.0728597625711804	3460	"SLC2A11"	-107.908	-74.397	-11.591	5.074	-11.942	-8.986	9.2	0	"nonfitness"
"29123"	0.0728568054790207	3459	"ANKRD11"	-5.633	-43.608	4.116	36.997	-14.704	-3.208	-29.028	2	"fitness"
"9526"	0.0728553795515326	3458	"MPDU1"	-74.447	-59.586	-7.577	-33.896	-8.48	9.204	-20.406	0	"nonfitness"
"221416"	0.0728393492628368	3457	"C6orf223"	-37.109	-15.61	-8.787	-8.256	-5.922	-14.724	-34.171	0	"nonfitness"
"10869"	0.0728333940055818	3456	"USP19"	-46.188	6.517	-4.111	-42.151	-12.935	-8.526	-14.925	0	"nonfitness"
"337985"	0.0728290159516925	3455	"KRTAP20-3"	-18.773	-7.238	0.66	10.618	-2.187	-7.894	NA	1	"fitness"
"391114"	0.0728282329713722	3454	"OR6K3"	-65.188	-40.355	-17.496	-32.782	-7.363	NA	NA	0	"nonfitness"
"100170841"	0.0728185667931584	3453	"C17orf96"	-28.294	4.895	-14.067	25.423	-16.109	2.528	NA	1	"fitness"
"8190"	0.0728156141038602	3452	"MIA"	-99.383	-55.617	-15.289	-42.349	-16.689	-10.128	NA	0	"nonfitness"
"7518"	0.0728020081581424	3451	"XRCC4"	-18.822	-7.019	2.227	-15.383	-4.394	14.298	-38.316	0	"nonfitness"
"10199"	0.072795005666933	3450	"MPHOSPH10"	125.956	78.685	41.926	40.966	23.61	6.634	NA	5	"core"
"3508"	0.0727818402686802	3449	"IGHMBP2"	-103.786	-41.137	-21.88	-41.924	11.089	-9.574	-19.644	1	"fitness"
"51232"	0.0727797984616302	3448	"CRIM1"	-89.895	-70.654	-23.87	-48.039	-19.886	-15.405	-23.281	0	"nonfitness"
"768211"	0.0727599544937429	3447	"RELL1"	-82.13	-35.494	-29.329	-17.506	-9.817	-11.629	NA	0	"nonfitness"
"494188"	0.0727483021441917	3446	"FBXO47"	-125.659	-34.091	-6.749	-53.681	-21.675	-10.208	NA	0	"nonfitness"
"389289"	0.0727378867483946	3445	"ANXA2R"	-61.276	-20.801	-13.096	-31.996	-7.199	-8.812	NA	0	"nonfitness"
"11259"	0.0727370646666933	3444	"FILIP1L"	-89.061	-45.399	5.225	-29.832	-13.638	-11.859	0.272	1	"fitness"
"200014"	0.0727310024160095	3443	"CC2D1B"	17.072	-37.179	5.099	-19.717	-10.456	-14.221	NA	2	"fitness"
"846"	0.0727257759117478	3442	"CASR"	-91.305	-45.229	-33.511	-29.687	-22.531	-7.249	-14.541	0	"nonfitness"
"55589"	0.0727185842399529	3441	"BMP2K"	-32.398	-48.065	15.127	-14.555	-10.56	-17.138	-5.79	1	"fitness"
"30813"	0.0727032205090776	3440	"VSX1"	-125.157	-66.535	-29.27	-28.751	-15.437	-7.674	-1.035	0	"nonfitness"
"9777"	0.0727018436109345	3439	"TM9SF4"	-74.806	-4.412	2.738	15.228	-8.686	-4.807	-23.764	1	"fitness"
"5283"	0.0726994596312778	3438	"PIGH"	-12.45	-2.307	-5.018	-9.255	-0.926	NA	-39.455	0	"nonfitness"
"138881"	0.0726936129566482	3437	"OR1L8"	-16.673	-16.258	6.369	-29.242	-4.885	-8.422	NA	1	"fitness"
"51715"	0.0726850982810866	3436	"RAB23"	-19.44	-9.419	-6.423	-9.233	-4.077	-3.12	-20.926	0	"nonfitness"
"84062"	0.0726599287929252	3435	"DTNBP1"	-90.753	-38.544	-23.604	-54.006	-16.896	-3.958	-41.458	0	"nonfitness"
"9648"	0.0726458049594236	3434	"GCC2"	-69.443	-49.18	-20.211	-20.014	-10.271	-17.251	-25.452	0	"nonfitness"
"169611"	0.0726412406287222	3433	"OLFML2A"	-66.875	10.9	-21.56	-39.605	-14.178	-7.323	NA	0	"nonfitness"
"51185"	0.0726397750621823	3432	"CRBN"	-116.496	-34.823	-22.028	-19.342	-17.365	-9.193	-9.901	0	"nonfitness"
"8428"	0.0726335717290703	3431	"STK24"	-69.583	-37.192	-5.675	-9.684	-4.101	-17.42	-20.116	0	"nonfitness"
"282973"	0.0726331240316399	3430	"JAKMIP3"	-123.803	-68.942	-29.806	-23.8	-23.189	-10.083	-23.83	0	"nonfitness"
"782"	0.072633109676761	3429	"CACNB1"	-105.002	-39.107	-2.355	13.022	-14.673	-4.929	NA	1	"fitness"
"4661"	0.0726256983240224	3428	"MYT1"	-7.002	19.862	-2.642	-10.669	-6.706	-8.182	-22.082	1	"fitness"
"7044"	0.0726129634136448	3427	"LEFTY2"	-54.407	-29.509	-16.868	-25.585	-11.283	-12.213	-16.174	0	"nonfitness"
"65975"	0.0726121397835441	3426	"STK33"	-44.597	-27.701	-11.397	-16.593	-6.747	-2.011	-6.743	0	"nonfitness"
"4712"	0.0726070801243075	3425	"NDUFB6"	17.635	-14.743	12.241	-4.003	4.164	-7.329	-43.801	3	"core"
"23313"	0.0726028568984689	3424	"KIAA0930"	-111.057	-14.906	-13.649	-33.987	-10.988	-12.119	-39.978	0	"nonfitness"
"115677"	0.0725906766515508	3423	"NOSTRIN"	-85.437	-59.361	-13.546	-19.865	-11.535	-6.644	-13.422	0	"nonfitness"
"80817"	0.0725791778619333	3422	"CEP44"	-69.354	-37.909	-21.575	-14.216	-7.511	3.121	NA	0	"nonfitness"
"26018"	0.0725518134715026	3421	"LRIG1"	-75.018	-43.45	20.175	-17.321	-18.781	-16.626	-39.754	1	"fitness"
"2117"	0.072534416610246	3420	"ETV3"	-57.207	-41.423	-16.424	-34.665	-8.247	-9.247	-18.651	0	"nonfitness"
"148418"	0.0725335375514947	3419	"SAMD13"	-36.424	-8.482	-13.341	-16.6	-8.325	-24.745	-24.691	0	"nonfitness"
